msoa11cd,median_annual_incomeE,median_annual_incomeE_lower_bound,median_annual_incomeE_upper_bound
E02005241,37700,31600,44900
E02005242,39400,33100,46900
E02005243,31000,26000,37000
E02005244,34500,29000,41100
E02005245,44000,36900,52500
E02005246,32600,27300,38900
E02005247,43800,36800,52200
E02005248,27000,22600,32300
E02005249,28100,23500,33600
E02005250,31100,26100,37200
E02005251,36200,30300,43200
E02005252,36200,30300,43200
E02005253,48700,40800,58100
E02005254,52300,43700,62700
E02005255,45400,38000,54200
E02005256,46100,38600,55000
E02005257,31200,26200,37200
E02005258,40700,34100,48600
E02005259,33500,28200,39900
E02005260,40400,33900,48200
E02005261,30500,25600,36500
E02005262,46500,38800,55700
E02005263,31900,26700,38100
E02005264,33300,27700,40100
E02005265,38200,32000,45600
E02005266,29400,24600,35100
E02005267,23500,19100,28800
E02005268,32200,27000,38400
E02005269,31500,26200,37800
E02005270,43100,36000,51500
E02005271,42700,35500,51200
E02005272,35500,29700,42500
E02005273,44500,37200,53100
E02005274,43300,36200,51800
E02005275,41400,34700,49400
E02005276,48100,40200,57700
E02005277,48300,40500,57600
E02005278,46100,38700,54900
E02005279,36600,30600,43700
E02005280,35900,30000,42900
E02005281,38200,32100,45500
E02005284,40700,34000,48700
E02005285,43000,35900,51500
E02005286,37400,31300,44700
E02006884,33000,27500,39500
E02005287,51600,43200,61700
E02005288,42000,35300,50100
E02005289,48000,40300,57300
E02005290,46500,39000,55400
E02005291,43400,36500,51700
E02005292,37100,31000,44300
E02005293,36600,30700,43600
E02005294,40800,34200,48600
E02005295,42200,35400,50300
E02005296,47700,39900,56900
E02005297,44200,37100,52700
E02005298,43900,36800,52300
E02005299,40600,34100,48300
E02005300,46000,38600,54900
E02005301,37400,31400,44600
E02005302,48300,40600,57600
E02005303,36100,30200,43100
E02005304,43500,36500,51900
E02005305,40600,34000,48500
E02005306,39600,33200,47200
E02005307,42400,35500,50500
E02005308,48500,40600,57900
E02005309,42300,35500,50400
E02005310,35900,30000,43000
E02005311,43400,36300,51800
E02005312,37600,31500,44800
E02005313,32200,27000,38400
E02005314,33200,27900,39600
E02005315,48500,40600,57900
E02005316,34800,29100,41500
E02005317,30500,25500,36400
E02005318,43100,36200,51300
E02005319,29100,24400,34700
E02005320,34300,28800,40900
E02005321,32100,26900,38300
E02005322,34100,28500,40900
E02005323,35400,29700,42200
E02005324,45900,38300,54800
E02005325,40900,34300,48900
E02005326,32500,27200,38900
E02005327,41300,34600,49400
E02005328,38900,32600,46400
E02005329,35000,29300,41800
E02005330,43300,36300,51700
E02005331,40300,33800,48100
E02005332,45300,38000,54000
E02001327,29300,24500,35100
E02001328,36000,30100,43000
E02001329,27700,23200,33100
E02001330,30300,25400,36200
E02001331,30300,25400,36100
E02001332,28100,23600,33600
E02001333,31400,26300,37400
E02001334,26200,21900,31300
E02001335,39900,33400,47600
E02001336,26300,22000,31400
E02001337,33500,28000,39900
E02001338,30400,25300,36500
E02001339,32300,27100,38600
E02001340,41300,34600,49400
E02001341,29600,24800,35200
E02001342,40300,33800,48200
E02001343,43500,36400,51900
E02001344,34400,28800,41100
E02001345,41200,34500,49200
E02001346,32100,26900,38300
E02001347,35300,29600,42200
E02001348,35700,30000,42500
E02001349,38600,32300,46000
E02001350,29800,24900,35600
E02001351,28900,24100,34600
E02001352,28400,23700,34000
E02001353,42300,35500,50400
E02001354,30100,25300,35900
E02001355,29100,24400,34700
E02001356,30100,25300,36000
E02001357,28700,24000,34300
E02001358,27100,22700,32400
E02001359,36800,30800,43800
E02001360,27000,22600,32300
E02001361,30200,25300,36000
E02001362,34200,28600,40800
E02001363,29700,24900,35400
E02001364,25900,21600,31000
E02001365,29400,24600,35200
E02001366,31800,26600,37900
E02001367,41500,34800,49400
E02001368,26300,22000,31500
E02001369,29400,24500,35100
E02001370,23900,19900,28700
E02001371,31200,26100,37200
E02001372,34500,28800,41300
E02001373,33700,28300,40200
E02001374,28200,23400,34000
E02001375,31700,26600,37800
E02001376,27000,22500,32400
E02001377,24400,19900,30000
E02001378,32200,27000,38400
E02001380,44100,37000,52600
E02001381,32100,26800,38400
E02001382,45900,38500,54800
E02001383,28100,23100,34100
E02001384,33100,27500,39800
E02001385,27400,22600,33200
E02001386,28200,23500,33700
E02001387,51400,43100,61300
E02001388,40100,33400,48000
E02001389,32600,26900,39600
E02001390,28300,23700,33800
E02001391,30700,25700,36700
E02001392,44200,37000,52600
E02001393,55600,46400,66400
E02001394,34300,28400,41600
E02001395,46900,39400,56000
E02001396,36300,30400,43400
E02001397,36000,30100,43100
E02001398,38700,32300,46300
E02001399,49400,41400,59000
E02001400,36700,30700,43700
E02001401,40500,34000,48200
E02001402,48900,40800,58500
E02001403,33200,27800,39600
E02001404,31700,26500,37800
E02001405,28000,23400,33500
E02006932,30300,23500,39000
E02006933,39800,33100,47900
E02006934,45300,36800,55800
E02001429,38000,31800,45300
E02001430,41100,34500,49000
E02001431,33400,27900,40100
E02001432,28600,23900,34300
E02001433,39200,32900,46700
E02001434,41100,34500,49000
E02001435,37100,31100,44200
E02001436,39800,33400,47500
E02001437,38200,31900,45700
E02001438,41600,34900,49500
E02001439,37100,31100,44300
E02001440,50500,42100,60500
E02001441,50800,42500,60600
E02001442,41400,34600,49400
E02001443,48800,40900,58300
E02001444,44200,37100,52700
E02001445,42300,35400,50400
E02001446,41300,34600,49200
E02001447,38700,32400,46100
E02001448,42500,35500,50800
E02001449,41900,35100,50000
E02001450,46900,39300,56100
E02001451,29000,24200,34600
E02001452,28400,23700,33900
E02001453,45500,38000,54400
E02001454,39600,33200,47200
E02001455,39600,33200,47300
E02001456,42400,35600,50600
E02001457,32000,26900,38200
E02001458,43300,36300,51700
E02001459,35600,29800,42500
E02001460,29700,24800,35500
E02001461,37600,31400,45000
E02001462,28800,24100,34400
E02001463,33200,27800,39700
E02001464,29500,24600,35300
E02001465,26600,22200,31900
E02001466,32500,27200,38800
E02001406,43700,36700,52100
E02001407,41300,34600,49300
E02001408,43100,36200,51400
E02001409,35600,29900,42400
E02001410,35000,29300,41700
E02001411,35700,29900,42600
E02001412,41800,35000,49800
E02001413,36200,30300,43200
E02001414,50800,42600,60700
E02001415,37300,31200,44500
E02001416,29400,24700,35100
E02001417,30500,25500,36400
E02001418,32500,27200,38700
E02001419,28400,23800,33900
E02001420,40600,34100,48400
E02001421,38200,32100,45500
E02001422,30100,25300,35900
E02001423,44300,37200,52700
E02001424,35800,30000,42700
E02001425,36400,30400,43500
E02001426,36100,30200,43100
E02001427,37900,31800,45200
E02001428,47000,39300,56100
E02001467,36900,30900,44100
E02001468,35800,30100,42700
E02001469,40900,34300,48700
E02001470,44400,37300,53000
E02001471,33300,27800,40000
E02001472,40800,34100,48900
E02001473,36300,30500,43300
E02001474,28300,23600,34000
E02001475,31900,26200,38800
E02001476,31100,25900,37300
E02001477,30300,25100,36600
E02001478,35200,29400,42200
E02001479,48300,40500,57700
E02001480,44300,37200,52900
E02001481,40200,33700,48000
E02001482,26000,21400,31700
E02001483,38500,32400,45900
E02001484,39500,33000,47200
E02001485,35000,28800,42400
E02001486,37800,31500,45300
E02001487,29700,24900,35500
E02001488,36900,30900,44000
E02001489,45200,37900,53900
E02001490,44500,37300,53200
E02001491,31400,26100,37700
E02001492,40200,33600,48000
E02001493,29000,24100,34800
E02001494,53200,44500,63600
E02001495,34500,28900,41100
E02001496,43100,36200,51300
E02001497,35200,29200,42300
E02001498,45500,38100,54400
E02001499,44000,36900,52400
E02001500,43500,36500,51800
E02001501,43800,36800,52100
E02001502,40000,33500,47700
E02001503,40700,34000,48700
E02001504,51000,42700,61000
E02001505,37300,31300,44500
E02001506,56900,47500,68200
E02001507,47100,39500,56200
E02001508,39200,32800,46700
E02002684,32900,27500,39400
E02002685,33000,27600,39400
E02002686,24300,20200,29200
E02002687,28400,23800,34000
E02002688,27800,23200,33400
E02002689,37800,31600,45100
E02002691,40800,34200,48600
E02002692,47700,39900,57000
E02002693,40400,33900,48200
E02002694,42300,35500,50400
E02002695,34400,28800,41100
E02002696,49100,41100,58700
E02002697,44000,36900,52500
E02002698,43400,36400,51800
E02002699,51600,43200,61700
E02002700,32800,27500,39100
E02002701,46100,38600,55100
E02002702,41800,35000,49800
E02002703,49300,41300,58900
E02002704,39400,33000,47000
E02002705,44500,37300,53200
E02002706,41600,34900,49600
E02002707,47500,39600,56900
E02002708,35200,29100,42600
E02002709,41600,34900,49500
E02002710,43700,36600,52000
E02002711,47900,40200,57200
E02002712,37100,31100,44300
E02002714,37900,31800,45300
E02002715,50500,42300,60300
E02002716,40200,33700,47900
E02002717,37800,31600,45100
E02002718,52700,44100,63000
E02002719,41900,35000,50100
E02002720,44800,37500,53500
E02002721,38400,32200,45900
E02002722,30200,25300,36100
E02002723,35200,29500,42100
E02002724,31500,26300,37700
E02002725,40800,34200,48700
E02006814,38000,31900,45300
E02006891,41300,34700,49300
E02006892,34200,28700,40700
E02002652,41000,34200,49100
E02002653,26700,22300,32000
E02002654,24800,20600,29900
E02002655,29000,24300,34700
E02002656,37400,31400,44700
E02002657,36500,30500,43600
E02002658,38400,32100,45900
E02002659,26900,22500,32200
E02002660,29400,24600,35100
E02002661,30200,25300,36100
E02002662,28500,23800,34100
E02002663,40000,33200,48200
E02002664,41200,34500,49300
E02002665,40700,34100,48500
E02002666,30300,25200,36300
E02002667,36000,30000,43100
E02002668,25200,21100,30200
E02002669,41700,34700,50000
E02002670,30900,25900,36800
E02002671,32100,26800,38400
E02002672,26800,22400,32100
E02002673,32000,26700,38300
E02002674,34400,28800,41100
E02002675,26300,21900,31600
E02002676,37800,31700,45100
E02002677,33300,27800,39800
E02002678,34500,28900,41300
E02002679,34900,29300,41700
E02002680,29200,24100,35400
E02002681,27700,23100,33300
E02002682,30300,25400,36200
E02006813,31100,26100,37100
E02002726,31900,26700,38200
E02002727,21300,17500,25800
E02002728,28000,23400,33500
E02002729,34100,28600,40600
E02002730,29900,25000,35700
E02002731,28900,24100,34600
E02002732,43100,36200,51500
E02002733,33700,28200,40200
E02002734,34100,28600,40700
E02002735,32100,26900,38300
E02002736,31500,26300,37600
E02002737,35500,29800,42400
E02002738,38100,31900,45400
E02002739,31200,26100,37200
E02002740,29900,25000,35700
E02002741,41000,34300,48800
E02002742,38700,32400,46100
E02002743,30900,25800,36900
E02002744,28400,23800,34000
E02002745,35600,29800,42600
E02002746,39200,32900,46800
E02002747,39500,33100,47200
E02002748,40100,33500,47900
E02002749,38400,32200,45700
E02002750,42500,35700,50700
E02002751,38900,32600,46400
E02002752,39300,33000,46900
E02002753,35100,29400,41800
E02002754,39600,33200,47200
E02002755,32400,27100,38600
E02002756,30900,25800,36900
E02002757,40700,34100,48400
E02002758,32700,27300,39100
E02002759,38900,32600,46400
E02002760,39500,33100,47000
E02002761,39300,33000,46900
E02002762,32100,26900,38300
E02002763,31400,26300,37600
E02002764,32100,26800,38300
E02002765,31300,26200,37300
E02002766,40400,33900,48100
E02002767,41900,35100,49900
E02002768,45000,37700,53700
E02002769,40900,34200,48800
E02002770,41300,34600,49200
E02002771,41900,35100,49900
E02002772,48900,40900,58400
E02002773,42800,35900,51000
E02002774,45300,38000,54000
E02002775,37900,31800,45200
E02002776,43400,36100,52200
E02002777,45000,37700,53700
E02002778,47000,39400,56200
E02002779,43500,36500,51900
E02002780,36900,30900,44000
E02002781,41500,34700,49600
E02002782,50500,42200,60400
E02002783,41800,35100,49800
E02002784,38300,31900,46000
E02002785,45700,38200,54800
E02002786,38500,32100,46200
E02002787,40100,33600,47800
E02002788,47300,39600,56600
E02002789,34800,29200,41500
E02002790,42100,35200,50200
E02002791,49000,41000,58600
E02002792,53300,44600,63800
E02002793,41300,34700,49300
E02002794,39100,30700,49700
E02002795,48800,40800,58300
E02005742,40200,33700,48000
E02005743,43200,36000,51800
E02005744,39200,32900,46900
E02005745,49900,41700,59700
E02005746,41300,34600,49200
E02005747,38600,32300,46200
E02005748,43500,36300,52000
E02005749,41000,34400,48900
E02005750,42000,35200,50200
E02005751,51800,43200,62000
E02005752,44200,37000,52800
E02005753,37500,31400,44700
E02005754,44200,37000,52700
E02005755,38000,31900,45400
E02005756,46100,38400,55200
E02005757,42100,35300,50100
E02005758,40500,34000,48300
E02005759,42200,35300,50400
E02005760,48200,40300,57600
E02005761,45800,38300,54800
E02005762,41700,34800,50000
E02005763,46500,38900,55500
E02005764,38800,32500,46200
E02005765,41800,35000,49900
E02005766,43000,36000,51300
E02005767,51600,43100,61700
E02005768,49100,41100,58800
E02005769,38500,32300,46000
E02005770,43200,36200,51600
E02005771,43500,36400,52100
E02005772,50600,42300,60500
E02005773,37800,31700,45200
E02005774,42500,35600,50700
E02005775,41500,34700,49700
E02005776,47900,40000,57300
E02005777,49400,41300,58900
E02005778,50400,42200,60300
E02005779,50800,42300,61000
E02005780,51900,43400,62200
E02005781,52200,43600,62600
E02005782,45400,38100,54200
E02005783,40900,34300,48700
E02005784,39300,32800,47100
E02005785,40800,33100,50300
E02005786,41600,34800,49900
E02005787,41300,34600,49300
E02005788,39700,33300,47400
E02005789,38000,31800,45300
E02005790,38100,31900,45600
E02005791,39900,33500,47600
E02005794,46200,38700,55200
E02006870,36500,30600,43600
E02005795,30100,25200,36000
E02005796,38100,31900,45500
E02005797,34000,28500,40600
E02005798,38500,32200,45900
E02005799,39600,33100,47300
E02005800,29200,24400,34900
E02005801,30500,25600,36500
E02005802,35000,29300,41700
E02005803,33100,27700,39500
E02005804,29700,24700,35700
E02005805,34800,29200,41500
E02005806,32600,27300,38900
E02005807,41000,34300,48800
E02005808,32900,27500,39300
E02005809,41300,34600,49300
E02005810,52400,43800,62700
E02005811,45900,38400,54900
E02005812,44800,37500,53500
E02005813,34100,28500,40800
E02005814,39000,32700,46500
E02005815,48500,40500,58000
E02005816,44900,37600,53700
E02005817,44500,37300,53100
E02005818,45100,37800,53900
E02001509,36500,30600,43600
E02001510,35300,29600,42100
E02001511,35200,29500,42100
E02001512,36100,30300,43100
E02001513,41300,34700,49200
E02001514,33600,28100,40100
E02001515,29000,24300,34600
E02001516,34800,29100,41600
E02001517,35900,30100,42800
E02001518,37800,31700,45000
E02001519,33400,28000,39900
E02001520,41600,34900,49600
E02001521,35800,29900,42700
E02001522,31000,26000,37100
E02001523,36900,31000,44100
E02001524,46900,39300,56000
E02001525,29200,24400,34900
E02001526,30400,25400,36300
E02001527,38500,32300,45900
E02001528,35500,29800,42400
E02001529,33400,28000,39800
E02001530,33700,28200,40200
E02001531,32900,27600,39200
E02001532,43800,36700,52200
E02001533,34500,29000,41200
E02001534,37300,31300,44500
E02001535,45200,37900,53900
E02001536,36300,30400,43300
E02001537,36900,31000,44000
E02001538,34600,29000,41200
E02001539,30700,25700,36800
E02001540,35200,29500,41900
E02001541,32900,27600,39200
E02001542,31100,26100,37200
E02001543,32400,27200,38600
E02001544,35000,29400,41700
E02001545,40100,33700,47800
E02001546,35600,29100,43500
E02001547,34200,28600,40700
E02001548,30400,25500,36200
E02001549,39700,33300,47300
E02001550,35100,29500,41900
E02001551,35000,29400,41800
E02001552,35400,29700,42200
E02001553,34500,28900,41100
E02001554,43200,36200,51500
E02001555,38300,32100,45600
E02001556,33700,28200,40200
E02001557,38700,32400,46100
E02001558,40500,33900,48300
E02001559,48000,40200,57300
E02001560,30000,25000,35900
E02001561,27600,23000,33000
E02001562,33300,27900,39800
E02001563,43300,36300,51600
E02001564,47900,40000,57300
E02001565,48900,41000,58300
E02001566,36700,30700,43700
E02001567,34100,28600,40600
E02001568,31600,26500,37700
E02001569,31100,26100,37100
E02001570,28000,23400,33400
E02001571,40200,33700,47900
E02001572,30800,25800,36900
E02001573,32000,26700,38200
E02001574,41800,35000,49800
E02001575,29600,24700,35400
E02001576,43500,36500,51900
E02001577,43400,36300,51800
E02001578,38800,32500,46200
E02001579,36800,30900,43900
E02001580,37300,31200,44500
E02001581,38400,32200,45900
E02001582,34200,28600,40800
E02001583,35800,29900,42900
E02001584,45100,37800,53800
E02001585,31500,26300,37600
E02001586,30100,25200,36000
E02001587,28800,24100,34500
E02001588,30200,25300,36100
E02001589,44200,37100,52700
E02001590,28700,23900,34500
E02001591,30100,25100,36000
E02001592,38500,32300,45900
E02001593,32100,26800,38500
E02001594,29900,24900,35900
E02001595,40800,34200,48700
E02001596,38200,32100,45600
E02001597,31900,26700,38100
E02001598,37100,31100,44300
E02001599,45300,38000,54100
E02001600,43500,36400,51900
E02001601,38500,32300,45900
E02001602,35500,29800,42300
E02001603,35900,30100,42900
E02001604,40400,33900,48300
E02001605,43000,36100,51400
E02001606,37500,31400,44700
E02001607,37200,31200,44400
E02001608,42300,35500,50600
E02001609,42500,35600,50700
E02001610,42400,35600,50500
E02001611,38700,32300,46300
E02001612,46400,38700,55700
E02001613,39500,33000,47300
E02001614,41000,34300,49100
E02001615,44600,37400,53300
E02001616,35000,29100,42200
E02001617,32600,27000,39300
E02001618,47100,39400,56100
E02001619,31400,26100,37900
E02001620,32600,27200,39100
E02001621,32800,27300,39400
E02001622,33000,27600,39500
E02001623,29300,24400,35300
E02001624,38200,31800,45700
E02001625,31800,26500,38100
E02001626,45500,38000,54500
E02001627,42700,35700,51100
